income,age,educ,hh_size,ethnic,own_house,x
1,3,3,,1,0,.72943795
5,3,3,5,1,1,.17896691
1,2,4,2,1,0,.068029858
4,2,3,5,1,1,.64105713
3,2,4,3,1,1,.28222123
7,3,4,4,1,1,.36479831
7,3,4,4,0,1,.1568072
6,3,5,1,1,1,.63082093
8,4,5,3,1,0,.10800422
2,2,3,2,1,1,.44426739
1,2,4,3,1,1,.14396472
6,2,3,3,1,1,.61406714
7,4,5,3,1,1,.88004053
6,4,3,3,1,1,.27836412
7,3,6,3,1,1,.2626082
9,6,6,3,0,1,.47461614
8,3,4,4,1,1,.018257231
2,3,4,2,1,0,.79204261
8,4,5,4,1,1,.35587141
6,5,4,2,1,,.86678803
5,4,5,3,1,1,.50948346
9,5,4,3,0,1,.16606469
7,5,3,2,1,1,.15581997
7,3,4,2,1,1,.7916227
2,2,2,2,1,0,.94547921
6,2,4,3,1,1,.22387487
2,2,3,4,1,1,.19613865
8,7,6,2,1,,.5115962
6,2,4,4,1,1,.2369636
7,5,4,3,1,1,.84396327
6,4,3,2,1,1,.72123504
6,4,3,3,1,1,.86931342
7,3,5,2,1,0,.37332618
7,2,4,2,1,0,.51588255
8,6,4,3,1,1,.63892847
6,4,4,2,1,,.53044719
5,2,3,4,0,0,.93795025
5,3,3,4,1,1,.073047265
3,2,3,2,1,,.75505996
1,1,1,4,1,1,.11462206
7,3,4,3,1,1,.82756013
1,1,2,6,1,1,.077092737
1,1,2,4,0,1,.93129951
7,3,4,4,1,1,.14331561
1,1,2,6,1,1,.085804366
1,1,1,5,0,,.54839319
4,5,5,4,0,,.067558467
1,1,1,4,1,,.40459606
1,1,1,3,1,0,.21744142
8,4,3,2,1,,.10119334
7,3,4,1,1,1,.034020238
6,4,4,3,1,1,.37957463
8,2,3,4,0,1,.57528448
6,4,5,4,1,1,.045243382
2,2,3,2,1,0,.51568961
1,2,3,2,1,0,.73460317
7,3,6,3,0,0,.91478992
8,3,1,7,0,1,.61085457
2,2,3,2,1,1,.98052675
2,3,2,2,0,1,.22573541
2,2,3,3,1,1,.91725659
2,3,1,8,0,1,.050703391
3,2,3,4,0,,.30561578
3,2,2,4,0,1,.87120891
1,1,2,4,0,1,.70817834
1,1,2,4,1,1,.98821712
2,2,4,3,1,0,.48136762
1,1,2,4,1,1,.43263155
7,3,4,4,1,1,.32390541
2,4,,4,1,1,.45420027
6,2,2,4,1,1,.47644722
6,2,3,2,1,1,.89904749
1,2,4,5,1,1,.58878201
6,7,6,2,1,1,.75164562
5,4,4,2,1,,.6358707
4,3,4,4,1,1,.11008291
9,4,4,2,1,1,.038907241
5,3,4,4,1,1,.4371036
5,2,4,2,0,0,.66864938
1,2,4,1,1,1,.73549598
2,2,5,1,1,,.35099483
8,3,5,2,1,1,.20205671
8,4,3,1,1,1,.84826237
3,2,3,3,1,0,.024880461
2,3,3,1,0,0,.11292627
3,2,4,7,0,1,.91292399
6,2,5,1,0,0,.59360188
7,2,3,3,1,1,.32535613
6,7,4,2,1,1,.54158109
9,5,4,2,1,1,.49452722
9,3,5,4,1,1,.92349434
9,4,3,6,1,1,.77228969
1,2,4,5,1,1,.10053919
5,2,3,4,1,1,.74083328
8,5,5,2,1,1,.85316253
4,3,6,1,1,1,.76756799
4,4,4,4,1,1,.16006489
7,3,3,2,1,1,.85326153
7,5,4,4,1,1,.49788624
8,3,4,2,1,1,.85282648
4,3,3,3,1,1,.81953073
4,3,4,1,1,,.99609023
5,3,3,1,1,0,.49385822
4,6,3,2,1,1,.74864376
3,3,4,1,1,0,.30530801
1,2,3,5,1,1,.94586819
4,2,4,4,1,1,.80723983
7,6,4,3,1,1,.0099904248
9,7,5,2,0,1,.40057817
4,2,4,4,0,,.86622977
3,2,4,5,0,1,.52901286
8,7,5,2,1,1,.62188458
1,2,5,3,1,0,.74412072
7,5,3,2,1,1,.11315759
7,5,5,2,0,1,.17445783
8,5,4,3,1,1,.70272446
7,2,2,3,0,1,.56755638
5,2,3,5,0,,.10123086
1,1,2,4,1,1,.69165677
8,4,4,4,1,1,.13928033
2,2,4,2,0,,.59420907
8,2,4,2,1,1,.87181473
7,2,3,4,0,1,.71499884
1,1,2,4,0,1,.51772249
1,1,2,4,1,1,.54333758
8,3,5,2,0,0,.69044828
9,4,6,2,1,,.91718936
6,2,3,7,0,,.12488839
6,2,4,2,1,1,.15222664
8,4,3,1,1,0,.56021005
3,2,5,2,1,0,.35591611
2,2,4,2,0,0,.060192063
4,2,4,3,1,0,.39255551
8,7,4,2,1,1,.78049111
7,4,4,3,1,1,.35351777
1,1,2,5,0,,.38312811
4,3,4,1,1,,.42610091
8,2,4,4,1,1,.30428964
8,5,3,3,1,1,.64298427
7,3,5,1,1,,.55380172
1,2,4,4,1,1,.052109722
8,3,5,4,0,1,.78421819
7,3,5,2,1,1,.95853573
1,2,3,,0,1,.033327911
1,5,3,4,0,,.28877026
8,3,5,4,1,1,.79130846
6,2,4,3,0,1,.62814379
9,3,4,4,1,1,.25322336
2,2,3,2,1,1,.52521926
2,2,4,4,1,1,.9671458
1,2,4,3,1,0,.74869055
1,2,2,4,1,1,.014442524
8,3,4,2,1,1,.76598078
1,1,2,3,0,1,.74245292
6,4,4,2,1,1,.010230276
2,4,4,1,1,0,.94448125
1,2,4,3,1,0,.97946513
1,1,2,3,1,1,.47047636
8,5,6,4,1,1,.796969
2,1,2,3,1,1,.71099448
1,1,2,3,1,,.41856238
1,1,2,5,1,1,.013420975
1,2,2,4,1,1,.69711316
1,1,2,1,1,1,.64017278
1,1,2,3,1,1,.76462084
1,1,2,3,0,1,.065305263
1,1,2,4,1,1,.5266847
6,2,4,1,1,,.22655872
8,1,2,5,1,1,.85600817
9,3,5,2,1,,.11332848
9,2,2,5,0,,.46571687
9,2,2,4,1,,.8414439
9,2,2,6,1,1,.88635576
9,2,3,2,1,1,.21522957
8,2,2,2,0,1,.24484146
6,2,2,5,0,1,.39969602
1,1,2,5,0,1,.61155254
1,1,2,4,1,1,.14270943
9,1,2,4,0,1,.33946475
1,1,2,3,0,1,.52582049
1,1,2,5,0,1,.27927935
9,1,2,4,0,1,.56051648
7,2,4,5,0,1,.60838944
5,2,5,,0,1,.19480936
3,2,3,2,0,,.15801008
3,2,4,2,1,0,.082459822
3,5,4,,1,,.67703468
8,4,4,3,1,1,.5542208
4,4,4,6,1,1,.042380892
8,2,3,4,0,1,.58535224
9,5,5,2,1,,.57230115
6,4,3,5,0,1,.91256166
1,2,2,2,1,1,.86002123
9,4,6,3,1,1,.43883881
5,6,3,2,1,1,.89615536
1,1,2,4,0,1,.76232487
5,4,3,1,1,,.3278656
8,2,5,1,0,0,.014265342
8,2,4,3,1,1,.43457764
8,5,5,4,1,1,.35570636
3,3,2,3,0,,.2431879
2,3,3,2,1,0,.36127225
2,2,4,2,0,0,.69546562
4,2,5,1,1,0,.61716843
7,3,5,1,1,,.18171906
5,3,4,2,1,1,.16711704
1,2,2,5,0,1,.16730654
8,2,4,2,1,0,.11521525
6,2,4,2,1,0,.022536075
4,2,4,3,1,1,.7902866
4,3,4,3,1,1,.10140213
3,2,3,6,0,1,.25879595
5,2,4,5,0,1,.10425787
6,2,3,2,0,1,.59801602
1,2,3,6,1,,.049049787
1,2,4,3,1,1,.038037091
7,2,4,3,0,1,.70429826
6,2,4,3,0,1,.99376345
4,3,5,3,1,1,.057570446
2,2,4,3,0,,.41708788
3,2,3,2,0,0,.93836379
6,4,3,4,1,1,.74889386
5,3,4,1,1,,.4553864
7,2,4,5,0,1,.84703898
6,1,2,4,1,,.53006291
1,2,3,3,1,1,.12361203
3,3,5,2,1,0,.94495243
1,2,5,1,1,1,.42345649
3,2,4,5,1,1,.89718527
2,3,3,3,0,1,.79061073
7,3,5,2,1,1,.93561786
4,4,4,3,1,1,.99127567
7,3,4,2,1,,.73781776
8,3,4,3,1,0,.10434916
8,4,3,2,1,,.70424974
3,7,4,1,1,1,.45152736
6,4,4,4,1,,.69953406
8,3,4,2,1,1,.86187243
5,3,4,2,1,0,.3473922
4,2,3,1,1,0,.10027791
8,4,5,3,1,1,.60423452
1,2,4,6,1,1,.96666121
1,2,4,1,1,0,.071648858
8,2,3,6,0,,.011634919
3,2,4,4,0,1,.36924264
8,2,4,4,1,1,.086987458
9,3,4,3,1,1,.48253959
2,2,4,3,1,1,.13223435
6,2,4,5,1,1,.2980561
8,2,4,7,0,1,.26985729
3,6,3,2,1,,.33179182
5,3,3,1,1,,.6233145
8,3,3,5,1,1,.46995956
7,2,3,5,0,1,.047321647
1,2,3,8,0,1,.8918457
3,3,3,3,0,1,.42209634
2,7,4,1,1,1,.34571543
7,3,5,2,1,0,.59281874
6,3,5,2,1,0,.40810749
4,2,4,4,1,1,.80832559
6,2,4,5,0,1,.22162902
4,2,3,4,0,1,.65275872
1,2,3,5,0,1,.72655547
6,4,5,1,0,,.74184257
6,3,4,,1,,.019005533
1,2,2,4,1,,.64708632
7,2,2,3,1,1,.7534709
2,2,4,7,0,1,.87924975
9,3,5,3,1,1,.34413281
1,3,3,,1,,.50587207
4,2,4,4,0,1,.82544118
4,4,4,1,0,1,.056655336
4,2,4,7,0,1,.81651676
6,4,3,2,1,1,.67803884
7,3,5,3,1,1,.18956113
9,4,6,2,1,1,.97946018
8,4,4,4,1,1,.54964048
6,4,4,4,1,1,.36228907
6,6,3,4,1,1,.69041967
4,4,4,2,1,0,.81850654
8,3,5,2,0,1,.56292868
2,2,4,3,1,1,.42858967
6,3,3,1,0,1,.15344721
3,2,3,2,0,0,.89181697
5,3,5,2,1,1,.61446416
6,4,5,1,0,,.53205806
3,6,4,1,1,,.85087162
8,3,5,2,1,,.76868349
2,2,3,3,0,,.50920516
9,5,3,2,0,0,.6373266
8,2,3,4,1,1,.58490843
1,2,3,4,1,1,.19457112
9,6,5,4,1,1,.69941276
2,2,4,4,1,1,.534042
2,2,3,1,1,0,.95911479
7,4,4,4,0,1,.45826381
7,2,4,4,0,,.9145233
8,5,6,2,1,0,.53323531
7,2,2,8,0,1,.46578041
7,2,3,5,0,1,.93359059
9,4,6,2,1,,.140177
7,2,3,3,1,1,.56134963
3,2,3,5,0,,.35977656
6,2,3,6,1,,.05807424
6,2,3,5,0,1,.99303317
1,1,1,2,1,,.068463713
1,1,2,,1,,.017948927
1,1,2,4,1,1,.65302712
1,1,2,3,1,1,.52616251
4,3,3,3,1,,.58176041
9,2,4,2,1,1,.088948414
8,4,3,5,1,1,.55974352
8,2,4,4,0,1,.61228454
4,3,3,4,1,,.11323314
6,3,3,3,1,1,.93787938
3,3,4,3,1,1,.20750797
9,3,4,3,1,1,.33775854
8,5,4,4,1,1,.084099211
1,2,3,4,1,1,.41348466
8,2,4,6,1,1,.02524204
4,5,5,3,0,,.418313
4,3,6,1,1,0,.18891107
8,3,5,2,1,1,.9990145
1,1,2,3,1,,.94144303
1,1,2,4,1,1,.020936193
9,3,4,3,1,1,.48795295
6,3,5,,0,1,.24860232
2,2,4,2,0,1,.25112799
1,2,4,5,0,1,.49118882
2,2,5,4,0,1,.012260156
7,5,3,2,1,1,.69291759
7,6,3,2,1,1,.60601079
6,3,5,3,1,1,.2938045
8,2,2,3,0,1,.31595358
8,4,5,4,1,1,.69275761
3,2,3,,0,,.58423883
5,2,4,3,1,1,.85540164
4,2,3,3,1,0,.54689586
9,3,6,2,1,1,.90741736
9,4,4,3,1,1,.92636895
1,2,4,3,1,,.98258358
9,5,6,3,0,1,.6594258
8,2,4,2,1,,.18026976
5,3,3,1,0,0,.823982
7,5,3,4,1,1,.58171153
1,2,2,4,1,1,.39339095
7,2,3,,1,,.11608814
1,2,3,3,1,1,.10259478
8,3,5,2,1,,.46827784
3,2,4,2,1,0,.45253658
8,2,3,3,1,1,.84060156
9,3,6,2,1,1,.31188419
9,4,6,2,1,,.2831358
3,2,3,4,0,1,.44423556
1,2,3,,0,1,.045423567
3,2,3,8,0,1,.34290233
1,2,3,4,0,1,.36733159
3,2,4,1,1,0,.12627123
9,2,2,,0,,.16663836
4,2,3,5,0,1,.010683839
9,2,2,4,0,1,.43722785
8,3,6,2,1,0,.9857313
8,3,5,2,0,1,.70480943
7,3,4,2,1,1,.90234751
9,4,6,2,1,1,.56649226
6,4,2,4,0,0,.22107565
7,2,4,1,1,1,.62754279
6,3,3,1,1,0,.046206027
5,2,2,6,0,1,.42523816
1,2,4,5,0,1,.8466292
6,1,2,6,1,1,.60734153
2,2,3,3,1,1,.74497533
7,4,4,2,0,1,.21575494
7,3,4,3,1,1,.75028086
6,3,5,4,0,1,.50474799
4,2,4,3,1,1,.55974162
4,2,3,1,1,1,.036840983
6,3,4,3,1,1,.72537816
1,2,4,2,1,1,.99352497
4,5,4,1,1,0,.63226032
9,2,3,6,1,1,.88307279
5,3,3,1,1,1,.3838726
6,2,4,3,0,,.14771074
1,2,4,3,1,1,.034969669
6,2,4,3,1,1,.85154086
7,4,4,2,1,,.9978379
8,2,4,2,0,,.99321359
7,2,4,2,0,,.91595209
5,2,2,6,1,1,.28891668
1,2,3,3,0,0,.53644896
9,3,4,2,1,1,.32390329
7,4,4,4,0,1,.90875995
1,2,4,5,1,1,.4254292
6,3,4,1,1,0,.33795103
3,2,,,1,1,.25575572
9,4,6,4,1,1,.82096642
6,2,4,2,1,0,.15181187
9,5,6,4,1,1,.026211752
1,2,3,4,1,1,.73602831
6,3,3,3,1,0,.072540417
6,4,6,3,0,1,.44948402
1,2,4,,1,,.70483196
6,4,4,4,1,1,.61377674
9,3,3,2,0,0,.87988973
8,4,6,4,1,1,.75316167
2,2,4,3,1,1,.039931349
4,2,5,4,0,1,.42495656
1,2,3,,1,1,.99765682
3,2,3,4,0,1,.15459535
8,3,4,4,1,1,.012305573
1,2,2,4,1,1,.85447055
7,3,6,1,1,0,.085065588
7,4,3,3,0,,.36516425
8,3,4,4,0,1,.08016666
7,5,3,3,1,1,.29847729
4,3,6,2,1,0,.52947962
1,2,4,3,0,1,.26649472
6,4,5,4,1,1,.54287368
5,4,4,4,1,1,.71770513
6,2,4,2,1,0,.67757064
1,5,4,1,1,,.5379653
8,4,6,1,1,1,.7214151
9,3,3,3,1,0,.78649235
9,4,5,4,0,1,.35742304
6,3,3,2,1,,.56644696
2,2,3,2,1,,.67199051
9,4,6,4,0,1,.60279179
2,4,4,4,1,1,.33329293
7,5,5,4,0,1,.76039958
4,2,3,5,0,1,.33697394
9,3,5,2,1,1,.6599679
9,3,5,2,0,1,.63211316
6,5,3,4,0,1,.43740875
8,3,2,2,1,1,.68175405
9,3,5,2,1,1,.74201399
9,3,4,3,1,1,.08513768
5,3,4,1,0,1,.64125568
9,4,6,3,1,1,.63154215
8,3,5,2,1,0,.62923127
6,7,3,2,1,1,.94058639
7,4,5,5,1,1,.88316053
8,3,5,4,1,1,.023501618
4,4,4,1,0,0,.30326894
7,4,3,7,0,1,.63244581
8,4,4,4,1,1,.96746945
5,2,3,2,0,0,.78338027
6,4,3,1,1,1,.75359124
5,7,3,2,0,1,.82436585
8,5,6,5,1,1,.91944683
1,2,4,4,0,1,.25847858
3,4,4,3,0,1,.48262343
8,4,5,5,1,1,.13617659
3,3,3,4,0,1,.066061519
8,5,4,2,1,1,.20581301
8,4,4,2,1,1,.084863216
6,3,3,3,0,0,.41020155
6,3,3,5,0,0,.77497363
3,3,4,1,0,1,.95213711
7,2,3,2,0,1,.30027166
2,2,3,1,1,0,.2099604
3,4,5,1,0,1,.14173657
8,3,5,2,1,,.96410602
9,5,6,2,1,1,.5022766
1,1,2,3,1,1,.90384424
1,2,4,1,0,,.67037833
3,2,3,5,0,1,.20080642
4,7,6,1,1,,.41267008
5,3,5,1,1,1,.66481507
7,6,4,2,1,1,.93560898
8,4,5,3,0,1,.91500115
7,6,3,2,1,1,.980775
9,2,3,3,0,1,.63431436
7,3,5,5,1,0,.12688093
8,3,4,2,1,1,.92773485
1,2,3,2,1,1,.74743623
8,4,5,2,1,,.083704278
9,3,3,6,0,1,.74686974
8,3,4,4,1,1,.97060549
3,2,3,2,1,1,.51526213
1,7,4,1,1,1,.11169416
4,2,4,4,0,1,.42117065
6,3,4,4,1,0,.84857482
2,2,4,5,1,1,.4751724
9,3,4,2,1,1,.72042423
6,2,4,3,1,1,.75163293
8,4,5,2,1,1,.40152791
1,2,2,4,1,1,.11756048
6,3,3,4,0,1,.076151691
4,3,4,1,1,0,.10367154
4,2,3,2,1,0,.39868316
1,1,5,5,0,1,.85882717
5,2,3,4,0,,.72744429
1,1,2,8,0,1,.82776016
1,1,2,4,0,1,.99983311
1,2,4,1,1,0,.88038981
2,2,4,1,1,0,.37769619
7,4,4,1,1,,.67461479
8,2,3,5,0,1,.45924336
1,1,2,4,1,1,.26004463
7,3,6,1,0,,.79494005
1,2,3,5,1,1,.40884429
1,2,2,6,1,1,.069454692
4,4,4,2,1,1,.5657075
5,5,4,2,1,,.56810051
8,4,4,2,1,0,.73636585
8,4,4,2,1,0,.31359306
8,4,4,2,1,,.78694361
6,6,5,3,1,1,.12595542
3,4,1,7,0,1,.067732304
8,3,4,2,1,,.23745511
8,3,4,2,1,,.18482378
7,2,3,2,1,,.95867431
9,2,4,4,0,1,.9339689
6,2,4,2,0,1,.86246109
1,2,3,5,1,1,.0019294022
9,2,2,8,0,1,.83579147
1,2,3,6,0,,.41804811
1,2,3,4,0,1,.31516424
8,6,4,2,1,1,.40682364
3,2,3,5,0,,.88473046
6,3,3,2,0,1,.046491019
2,2,1,3,0,,.81653315
8,3,4,3,1,1,.82778645
7,3,3,5,1,1,.61354965
7,4,3,4,0,1,.067110427
1,2,3,4,0,1,.26498291
3,4,3,3,1,0,.44157183
5,4,3,3,0,1,.090341955
7,2,4,3,0,,.073815152
2,1,2,3,0,1,.4140496
3,2,4,2,1,0,.37799817
2,2,3,5,0,1,.060970251
9,2,2,3,0,1,.052026611
9,2,2,5,0,1,.72012395
7,3,3,1,1,1,.4853625
5,2,5,2,0,0,.68546736
4,2,3,4,0,1,.75913662
7,3,4,2,1,1,.31657726
2,2,3,3,1,0,.49373347
8,2,2,4,1,1,.58992684
4,2,4,1,1,0,.89408439
7,2,5,1,1,,.49259695
4,2,4,2,1,0,.36905116
1,2,3,4,1,1,.45390335
9,3,4,1,1,1,.65033096
7,2,2,5,0,1,.49125937
8,5,4,4,1,1,.58291185
9,6,6,4,0,1,.36399302
7,5,3,5,0,1,.61582124
9,2,5,3,0,1,.40538597
6,2,3,4,0,1,.94587708
3,2,3,4,0,1,.23709069
6,2,4,2,1,0,.86016661
8,3,6,3,0,,.6930024
9,4,5,2,0,,.24053593
8,2,5,9,1,1,.3757512
9,2,6,1,0,1,.91780293
5,2,4,2,0,,.86271286
4,3,3,2,0,0,.50553942
3,2,4,,0,0,.63034421
2,2,4,2,0,0,.63500017
4,2,4,4,1,1,.64818197
7,3,6,1,1,,.75412852
4,3,4,2,0,0,.83435518
2,7,1,1,0,1,.45885572
6,5,4,2,0,,.69996047
3,2,4,1,1,1,.26161441
7,3,5,2,1,1,.45014581
7,3,5,2,1,1,.27715957
6,6,3,2,1,,.055481013
9,2,4,5,1,1,.09743844
1,2,3,5,0,,.56482852
7,3,2,3,1,,.10492938
6,2,3,3,1,1,.86777669
8,2,3,3,1,1,.72000641
9,2,2,5,0,1,.40817639
9,5,4,2,1,1,.96828222
3,2,3,5,0,,.47472149
1,1,3,4,0,1,.93706167
1,2,2,5,0,1,.88879609
9,2,2,5,1,1,.51278782
7,2,2,5,1,1,.46558294
6,4,4,3,1,1,.99977309
8,4,6,4,1,1,.45154431
6,4,4,4,1,1,.33448544
9,2,2,4,1,1,.76657307
1,2,4,4,1,0,.1564883
5,7,6,2,1,1,.97596931
1,2,3,1,1,0,.68777013
4,3,4,2,0,1,.81236804
5,3,6,2,1,,.60068315
5,2,4,1,0,1,.67054349
9,4,5,2,1,1,.54752433
1,1,1,7,0,1,.81988233
1,1,2,5,1,1,.29686308
1,1,2,4,1,1,.67722011
1,1,2,5,1,1,.71810079
1,1,2,3,1,1,.3380546
1,1,2,5,0,1,.47557175
1,1,2,5,0,1,.76540935
1,1,1,6,1,1,.27692392
1,1,1,2,1,0,.33546498
1,1,2,4,1,,.87971485
1,1,2,5,1,1,.91909885
1,1,2,4,1,1,.18968253
1,1,2,4,1,1,.63865691
1,1,2,4,1,1,.74879473
1,1,1,3,1,1,.91154361
1,1,2,4,1,1,.2326016
4,3,4,1,1,0,.29588628
8,5,5,4,1,1,.51881361
4,2,4,1,1,0,.5342626
6,3,6,1,1,0,.63253546
4,3,4,2,1,0,.19837983
4,3,5,2,1,1,.90765721
6,3,4,3,1,1,.97834468
3,2,4,3,1,1,.13097107
6,3,5,2,1,0,.077131629
8,4,4,4,1,1,.62212634
6,3,4,3,1,1,.36174816
8,3,5,2,1,0,.50782907
1,2,4,1,1,0,.59505665
1,3,4,3,1,1,.42521316
7,3,4,1,1,1,.016694466
8,2,4,3,1,0,.27099124
5,2,6,1,1,0,.33639354
9,4,5,2,1,,.81507635
5,3,5,1,1,1,.44661245
6,3,3,1,1,,.30354938
8,2,5,2,1,0,.50643981
2,2,4,,0,,.81509441
9,6,6,2,1,1,.51457262
7,2,4,5,1,1,.20969041
2,7,4,1,1,0,.078384414
4,5,6,1,1,1,.40341666
5,3,5,1,1,0,.15419734
6,2,5,2,1,0,.98477423
6,3,5,2,1,0,.21181664
2,2,4,1,1,0,.094985455
6,3,3,2,1,1,.82489049
7,3,6,2,1,0,.05149699
4,2,4,3,0,0,.31990561
6,2,4,4,0,1,.57320279
8,5,3,4,1,1,.1328045
3,7,4,2,1,1,.79614758
6,3,5,2,1,1,.55618256
6,7,4,2,1,1,.98366505
4,4,4,2,1,1,.22598159
2,4,4,2,0,1,.42755535
8,3,6,3,1,1,.40802261
7,7,4,2,1,1,.19130526
6,7,3,2,1,0,.24625173
9,5,4,2,1,1,.22596292
7,7,3,,1,,.90339321
4,3,3,2,1,0,.62416458
8,3,5,2,1,0,.59563667
9,6,5,2,1,1,.74436396
4,7,4,1,1,1,.034692831
8,6,3,2,1,1,.43385398
1,2,2,5,0,1,.41808727
1,7,4,1,1,0,.41962668
7,3,6,4,1,,.69267303
9,2,2,4,1,1,.75646615
1,2,3,3,1,1,.60131943
7,3,4,5,0,1,.83144778
4,2,4,2,1,1,.46437088
2,7,4,3,1,1,.69083858
9,5,6,5,1,1,.48259547
2,2,3,,0,1,.94951081
6,4,4,4,1,1,.88371652
5,2,4,2,1,,.17185062
8,2,3,5,0,1,.63554984
2,3,5,2,1,,.31551275
5,2,2,6,0,1,.26854768
3,3,5,2,0,0,.32173002
1,2,4,1,1,0,.066302001
8,5,4,2,1,1,.63720614
9,5,6,3,1,1,.54970342
7,4,6,2,1,1,.0043013752
8,5,3,3,1,1,.71730411
8,6,4,2,1,1,.95987219
5,5,4,2,1,,.21784453
9,6,3,2,1,1,.74107546
8,5,4,3,0,1,.13007972
8,4,3,3,1,1,.39432371
7,5,4,2,1,1,.2852411
2,5,4,3,0,1,.86259484
1,2,5,2,1,1,.28463155
6,3,4,3,1,1,.78800875
5,3,2,2,1,0,.63493949
1,3,5,3,1,1,.90831697
9,6,4,2,1,1,.69410741
8,7,5,2,1,,.11254362
1,3,4,2,1,0,.4027589
8,3,5,2,1,1,.36779648
5,2,3,3,1,0,.97055817
6,5,4,1,1,1,.019021848
7,5,4,4,1,1,.58147848
6,4,4,1,1,0,.82470304
6,7,6,2,1,0,.035358191
1,3,3,2,0,0,.16046572
6,5,6,1,1,0,.34780458
6,2,4,5,0,1,.95408988
7,4,3,4,0,1,.49415639
8,4,4,4,0,1,.012561467
4,3,5,3,1,1,.14753026
7,7,1,2,1,1,.7043699
2,2,3,2,1,1,.091891147
5,6,3,1,1,,.96705133
5,3,4,6,1,1,.22564779
7,6,5,2,1,1,.69068789
4,6,5,3,1,1,.0078430939
9,7,3,2,0,1,.51345038
7,2,4,4,1,1,.12609117
1,2,3,1,1,0,.2455516
7,7,5,2,1,,.69688642
3,2,4,2,0,0,.97105652
8,7,6,2,1,1,.50328517
1,2,4,5,1,1,.52039224
8,5,5,4,1,,.77885187
1,3,3,4,1,1,.67202127
5,3,4,2,1,1,.7368992
8,3,4,3,1,1,.0074082217
9,4,6,3,0,1,.48694244
8,3,4,4,1,1,.26360637
9,5,4,3,1,1,.56786305
2,3,5,1,0,,.31129998
6,3,4,4,1,1,.84295356
7,2,4,7,0,1,.49634448
8,4,6,4,1,1,.52461958
6,3,3,3,0,,.86853397
6,5,6,1,1,0,.61766142
9,7,5,2,1,0,.52758121
8,4,4,3,1,1,.36242223
6,6,4,1,0,1,.36488625
4,2,4,2,1,,.99178827
3,7,3,1,1,0,.24058433
8,7,4,2,1,1,.43938747
9,6,4,4,1,1,.030760067
8,7,6,2,1,1,.17181063
5,5,3,1,1,1,.11058787
6,2,5,2,1,1,.43243578
9,4,6,3,1,1,.87299109
8,4,4,3,1,1,.66482425
2,7,3,2,1,1,.12449969
6,3,3,1,1,1,.52785712
8,5,6,1,1,,.51278335
6,5,4,3,1,1,.83331615
8,6,4,3,1,,.68173766
1,3,4,4,1,1,.48457286
1,2,3,,1,,.29447883
6,3,5,1,1,1,.82842284
1,2,4,3,1,1,.44875005
3,2,4,3,0,0,.26548374
8,5,4,3,1,1,.25466484
6,7,3,2,1,1,.71759945
1,2,4,4,0,1,.45471016
9,3,6,2,0,1,.49435404
8,3,3,2,1,1,.42898625
6,3,3,2,1,1,.98543978
4,6,4,2,1,,.79386717
8,3,6,2,1,1,.612014
4,3,3,1,1,0,.88251621
1,2,3,3,1,,.39360252
4,3,4,2,1,0,.60139298
2,3,4,1,1,1,.80439806
4,4,4,1,1,0,.090967916
1,5,3,3,1,0,.84120917
7,3,4,2,1,0,.56090534
5,3,4,1,1,0,.97046858
3,2,5,1,1,0,.67733014
3,3,4,1,1,0,.12482282
2,2,3,2,1,0,.82408184
5,4,4,2,1,0,.93428797
3,2,5,2,0,0,.7834124
1,2,3,3,1,,.11720378
9,2,3,9,1,,.40875039
3,3,5,1,1,1,.6745947
7,5,6,1,1,1,.31615916
8,3,5,2,0,0,.69039863
6,7,3,2,1,1,.092561126
2,3,3,2,1,0,.28885511
5,4,5,1,1,,.11127137
4,7,4,2,1,1,.46193302
8,4,5,4,0,1,.51344323
3,3,5,2,1,,.8729915
7,4,5,3,0,1,.28623888
8,5,6,2,1,1,.33323535
9,4,6,1,0,1,.4295215
1,2,4,3,1,1,.85930949
1,6,3,2,1,0,.43846184
5,4,4,3,1,1,.3382256
5,2,3,3,1,1,.45240504
5,7,3,2,1,0,.23581931
3,2,5,2,0,1,.95377243
5,6,4,2,1,1,.73770189
3,5,4,,0,1,.66220742
2,5,4,1,1,1,.29607159
9,4,6,2,1,1,.051337115
7,6,3,2,1,1,.76492804
9,2,3,5,0,1,.11436859
9,5,6,3,1,1,.98700768
8,7,5,2,1,1,.80723435
1,2,4,1,0,1,.31705031
2,2,3,7,1,1,.92466867
2,2,3,4,0,1,.26393461
8,4,5,4,1,,.29959622
3,2,3,5,1,1,.18761759
8,4,4,2,1,,.77153838
4,6,4,3,0,,.20533186
8,5,3,4,1,,.39822721
7,5,5,2,1,1,.21221596
7,4,4,3,1,1,.48496196
5,7,6,2,1,1,.071748614
4,3,3,3,1,0,.56498981
1,4,3,1,0,,.71056992
9,7,,2,1,,.81329781
2,3,4,3,1,1,.014365718
8,4,4,2,1,0,.69286287
6,6,4,4,1,1,.9131664
4,7,5,1,1,0,.63665783
9,5,6,2,1,1,.57435626
4,5,2,1,1,,.73812568
9,4,6,3,1,1,.29677507
9,7,3,2,1,,.42175028
9,4,4,3,1,1,.10169104
7,6,6,4,0,1,.87202555
8,3,4,4,1,1,.18074173
8,4,5,4,1,1,.10734449
9,5,4,3,1,1,.68335396
9,4,6,5,0,1,.95135659
